Airline,Date_ofJourney,Source,Destination,dept_time,duration,arrival_time,stopsRoute,price
IndiGo,03-11-2021,New Delhi,Bengaluru,12:00,02 h 55 m ,14:55,Non stop,7425
Air India,03-11-2021,New Delhi,Bengaluru,13:30,02 h 45 m ,16:15,Non stop,7425
Vistara,03-11-2021,New Delhi,Bengaluru,14:15,02 h 45 m ,17:00,Non stop,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,15:30,03 h ,18:30,Non stop,7425
Vistara,03-11-2021,New Delhi,Bengaluru,16:05,02 h 45 m ,18:50,Non stop,7425
Air India,03-11-2021,New Delhi,Bengaluru,17:20,02 h 45 m ,20:05,Non stop,7425
Vistara,03-11-2021,New Delhi,Bengaluru,17:35,02 h 50 m ,20:25,Non stop,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,18:20,02 h 55 m ,21:15,Non stop,7425
Vistara,03-11-2021,New Delhi,Bengaluru,19:50,02 h 50 m ,22:40,Non stop,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,19:50,03 h ,22:50,Non stop,7425
Spicejet,03-11-2021,New Delhi,Bengaluru,20:10,02 h 45 m ,22:55,Non stop,7425
Vistara,03-11-2021,New Delhi,Bengaluru,20:40,02 h 40 m ,23:20,Non stop,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,21:25,02 h 55 m ,00:20,Non stop,7425
Spicejet,03-11-2021,New Delhi,Bengaluru,22:20,02 h 45 m ,01:05,Non stop,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,22:50,02 h 55 m ,01:45,Non stop,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,06:45,05 h 05 m ,11:50,1 stop via Bhopal,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,06:45,05 h 05 m ,11:50,1 stop via Bhopal,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,07:55,05 h 25 m ,13:20,1 stop via Hyderabad,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,06:45,06 h 35 m ,13:20,1 stop via Hyderabad,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,07:25,07 h 25 m ,14:50,1 stop via Jaipur,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,08:25,07 h 15 m ,15:40,1 stop via Pune,7425
Spicejet,03-11-2021,New Delhi,Bengaluru,08:40,07 h 45 m ,16:25,1 stop via Pune,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,10:15,06 h 25 m ,16:40,1 stop via Indore,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,11:00,07 h 10 m ,18:10,1 stop via Hyderabad,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,09:40,08 h 30 m ,18:10,1 stop via Hyderabad,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,13:50,05 h 10 m ,19:00,1 stop via Vadodara,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,13:40,06 h 10 m ,19:50,1 stop via Pune,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,12:55,08 h 10 m ,21:05,1 stop via Jaipur,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,17:45,05 h 05 m ,22:50,1 stop via Hyderabad,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,19:30,05 h 35 m ,01:05,1 stop via Hyderabad,7425
IndiGo,03-11-2021,New Delhi,Bengaluru,23:05,07 h 50 m ,06:55,1 stop via Hyderabad,7425
AirAsia,03-11-2021,New Delhi,Bengaluru,08:00,02 h 40 m ,10:40,Non stop,7426
AirAsia,03-11-2021,New Delhi,Bengaluru,09:35,02 h 50 m ,12:25,Non stop,7426
AirAsia,03-11-2021,New Delhi,Bengaluru,18:35,03 h 05 m ,21:40,Non stop,7426
Air India,03-11-2021,New Delhi,Bengaluru,21:15,02 h 40 m ,23:55,Non stop,8265
AirAsia,03-11-2021,New Delhi,Bengaluru,16:15,06 h 55 m ,23:10,"2 stop via Visakhapatnam,Hyderabad",8502
AirAsia,03-11-2021,New Delhi,Bengaluru,16:15,06 h 55 m ,23:10,"2 stop via Visakhapatnam,Hyderabad",8502
IndiGo,03-11-2021,New Delhi,Bengaluru,13:00,05 h 10 m ,18:10,1 stop via Hyderabad,9998
Go First,03-11-2021,New Delhi,Bengaluru,05:35,04 h 45 m ,10:20,1 stop via Ranchi,10672
IndiGo,03-11-2021,New Delhi,Kolkata,05:00,06 h ,11:00,1 stop via Lucknow,5955
Vistara,03-11-2021,New Delhi,Kolkata,06:15,02 h 05 m ,08:20,Non stop,6061
Spicejet,03-11-2021,New Delhi,Kolkata,20:50,02 h 10 m ,23:00,Non stop,6794
IndiGo,03-11-2021,New Delhi,Kolkata,19:45,02 h 10 m ,21:55,Non stop,6900
AirAsia,03-11-2021,New Delhi,Kolkata,21:00,02 h 10 m ,23:10,Non stop,6900
IndiGo,03-11-2021,New Delhi,Kolkata,06:00,05 h ,11:00,1 stop via Lucknow,6932
IndiGo,03-11-2021,New Delhi,Kolkata,10:55,10 h 55 m ,21:50,1 stop via Ranchi,6932
AirAsia,03-11-2021,New Delhi,Kolkata,16:50,02 h 25 m ,19:15,Non stop,7213
IndiGo,03-11-2021,New Delhi,Kolkata,07:25,05 h 45 m ,13:10,1 stop via Jaipur,7420
IndiGo,03-11-2021,New Delhi,Kolkata,06:05,07 h 05 m ,13:10,1 stop via Jaipur,7420
IndiGo,03-11-2021,New Delhi,Kolkata,18:35,02 h 20 m ,20:55,Non stop,7530
Spicejet,03-11-2021,New Delhi,Kolkata,07:00,02 h 05 m ,09:05,Non stop,7844
IndiGo,03-11-2021,New Delhi,Kolkata,13:00,04 h 50 m ,17:50,1 stop via Lucknow,7908
IndiGo,03-11-2021,New Delhi,Kolkata,17:25,02 h 15 m ,19:40,Non stop,8055
IndiGo,03-11-2021,New Delhi,Kolkata,22:30,02 h 05 m ,00:35,Non stop,8055
IndiGo,03-11-2021,New Delhi,Kolkata,07:15,02 h 15 m ,09:30,Non stop,8580
AirAsia,03-11-2021,New Delhi,Kolkata,09:35,15 h 50 m ,01:25,1 stop via Bengaluru,8743
Vistara,03-11-2021,New Delhi,Kolkata,17:30,02 h 05 m ,19:35,Non stop,8791
Vistara,03-11-2021,New Delhi,Kolkata,20:30,02 h 15 m ,22:45,Non stop,8791
IndiGo,03-11-2021,New Delhi,Kolkata,05:55,02 h 15 m ,08:10,Non stop,9105
IndiGo,03-11-2021,New Delhi,Kolkata,15:10,02 h 10 m ,17:20,Non stop,9105
Go First,03-11-2021,New Delhi,Kolkata,19:25,02 h 20 m ,21:45,Non stop,9368
IndiGo,03-11-2021,New Delhi,Kolkata,16:20,05 h 30 m ,21:50,1 stop via Ranchi,9373
IndiGo,03-11-2021,New Delhi,Kolkata,03:00,02 h 10 m ,05:10,Non stop,9630
IndiGo,03-11-2021,New Delhi,Kolkata,10:00,02 h 10 m ,12:10,Non stop,9630
IndiGo,03-11-2021,New Delhi,Kolkata,21:15,02 h 10 m ,23:25,Non stop,9630
Air India,03-11-2021,New Delhi,Kolkata,07:05,15 h 40 m ,22:45,"2 stop via Lucknow,Patna",9630
Air India,03-11-2021,New Delhi,Kolkata,07:05,15 h 40 m ,22:45,"2 stop via Lucknow,Patna",9630
IndiGo,03-11-2021,New Delhi,Kolkata,07:50,10 h ,17:50,1 stop via Lucknow,9684
IndiGo,03-11-2021,New Delhi,Kolkata,10:50,07 h 50 m ,18:40,1 stop via Gorakhpur,9861
IndiGo,03-11-2021,New Delhi,Kolkata,12:55,07 h 25 m ,20:20,1 stop via Jaipur,9861
IndiGo,03-11-2021,New Delhi,Kolkata,16:45,06 h 10 m ,22:55,1 stop via Bhubaneswar,9861
Air India,03-11-2021,New Delhi,Kolkata,16:55,02 h 15 m ,19:10,Non stop,10260
AirAsia,03-11-2021,New Delhi,Kolkata,16:15,08 h 50 m ,01:05,"2 stop via Visakhapatnam,Hyderabad",10482
AirAsia,03-11-2021,New Delhi,Kolkata,16:15,08 h 50 m ,01:05,"2 stop via Visakhapatnam,Hyderabad",10482
"Air India, IndiGo",03-11-2021,New Delhi,Kolkata,07:05,10 h 45 m ,17:50,1 stop via Lucknow,10634
IndiGo,03-11-2021,New Delhi,Kolkata,10:55,08 h 45 m ,19:40,1 stop via Ranchi,10838
"Go First, IndiGo",03-11-2021,New Delhi,Kolkata,08:20,09 h 30 m ,17:50,1 stop via Lucknow,11053
IndiGo,03-11-2021,New Delhi,Kolkata,05:50,08 h 45 m ,14:35,1 stop via Bhubaneswar,11259
"IndiGo, Air India",03-11-2021,New Delhi,Kolkata,15:00,07 h 45 m ,22:45,"2 stop via Lucknow,Patna",11791
IndiGo,03-11-2021,New Delhi,Kolkata,14:40,07 h 45 m ,22:25,1 stop via Raipur,11814
IndiGo,03-11-2021,New Delhi,Kolkata,05:15,05 h 05 m ,10:20,1 stop via Ranchi,12255
IndiGo,03-11-2021,New Delhi,Kolkata,14:05,04 h 35 m ,18:40,1 stop via Gorakhpur,16298
Vistara,03-11-2021,New Delhi,Kolkata,07:20,02 h 05 m ,09:25,Non stop,18983
Air India,03-11-2021,New Delhi,Hyderabad,06:30,04 h 30 m ,11:00,1 stop via Bhopal,5903
Air India,03-11-2021,New Delhi,Hyderabad,06:30,04 h 30 m ,11:00,1 stop via Bhopal,5903
AirAsia,03-11-2021,New Delhi,Hyderabad,09:35,06 h ,15:35,1 stop via Bengaluru,5953
AirAsia,03-11-2021,New Delhi,Hyderabad,08:00,07 h 35 m ,15:35,1 stop via Bengaluru,5953
AirAsia,03-11-2021,New Delhi,Hyderabad,12:40,08 h 45 m ,21:25,1 stop via Goa,5953
AirAsia,03-11-2021,New Delhi,Hyderabad,12:10,09 h 15 m ,21:25,1 stop via Goa,5953
AirAsia,03-11-2021,New Delhi,Hyderabad,07:10,17 h ,00:10,1 stop via Guwahati,5953
Go First,03-11-2021,New Delhi,Hyderabad,07:20,02 h 10 m ,09:30,Non stop,5954
Go First,03-11-2021,New Delhi,Hyderabad,19:35,02 h 15 m ,21:50,Non stop,5954
Go First,03-11-2021,New Delhi,Hyderabad,10:45,12 h 05 m ,22:50,1 stop via Goa,5954
IndiGo,03-11-2021,New Delhi,Hyderabad,06:45,02 h 15 m ,09:00,Non stop,5955
IndiGo,03-11-2021,New Delhi,Hyderabad,07:55,02 h 15 m ,10:10,Non stop,5955
Air India,03-11-2021,New Delhi,Hyderabad,08:10,02 h 20 m ,10:30,Non stop,5955
IndiGo,03-11-2021,New Delhi,Hyderabad,09:40,02 h 15 m ,11:55,Non stop,5955
IndiGo,03-11-2021,New Delhi,Hyderabad,11:00,02 h 10 m ,13:10,Non stop,5955
IndiGo,03-11-2021,New Delhi,Hyderabad,19:30,02 h 20 m ,21:50,Non stop,5955
IndiGo,03-11-2021,New Delhi,Hyderabad,21:15,02 h 15 m ,23:30,Non stop,5955
IndiGo,03-11-2021,New Delhi,Hyderabad,23:05,02 h 10 m ,01:15,Non stop,5955
IndiGo,03-11-2021,New Delhi,Hyderabad,05:30,05 h 30 m ,11:00,1 stop via Indore,5955
IndiGo,03-11-2021,New Delhi,Hyderabad,05:30,05 h 30 m ,11:00,1 stop via Indore,5955
IndiGo,03-11-2021,New Delhi,Hyderabad,07:00,04 h 20 m ,11:20,1 stop via Raipur,5955
IndiGo,03-11-2021,New Delhi,Hyderabad,11:20,06 h 15 m ,17:35,1 stop via Udaipur,5955
IndiGo,03-11-2021,New Delhi,Hyderabad,07:20,10 h 15 m ,17:35,1 stop via Udaipur,5955
IndiGo,03-11-2021,New Delhi,Hyderabad,12:55,06 h 45 m ,19:40,1 stop via Jaipur,5955
IndiGo,03-11-2021,New Delhi,Hyderabad,21:50,09 h 05 m ,06:55,1 stop via Jaipur,5955
Spicejet,03-11-2021,New Delhi,Hyderabad,18:25,13 h 05 m ,07:30,1 stop via Chennai,5955
Vistara,03-11-2021,New Delhi,Hyderabad,07:05,02 h 20 m ,09:25,Non stop,5956
Vistara,03-11-2021,New Delhi,Hyderabad,20:35,02 h 20 m ,22:55,Non stop,5956
AirAsia,03-11-2021,New Delhi,Hyderabad,16:15,04 h 10 m ,20:25,1 stop via Visakhapatnam,5956
IndiGo,03-11-2021,New Delhi,Hyderabad,13:00,02 h 15 m ,15:15,Non stop,6165
IndiGo,03-11-2021,New Delhi,Hyderabad,17:45,02 h 15 m ,20:00,Non stop,6375
IndiGo,03-11-2021,New Delhi,Hyderabad,09:15,07 h 45 m ,17:00,1 stop via Raipur,6443
IndiGo,03-11-2021,New Delhi,Hyderabad,14:40,08 h 05 m ,22:45,1 stop via Raipur,6443
Vistara,03-11-2021,New Delhi,Hyderabad,17:40,02 h 10 m ,19:50,Non stop,6691
Air India,03-11-2021,New Delhi,Hyderabad,09:45,02 h 10 m ,11:55,Non stop,7215
Spicejet,03-11-2021,New Delhi,Hyderabad,17:00,02 h 05 m ,19:05,Non stop,7424
IndiGo,03-11-2021,New Delhi,Hyderabad,13:00,08 h 20 m ,21:20,1 stop via Lucknow,7908
Vistara,03-11-2021,New Delhi,Hyderabad,14:45,02 h 15 m ,17:00,Non stop,8056
AirAsia,03-11-2021,New Delhi,Hyderabad,07:10,08 h 25 m ,15:35,"2 stop via Guwahati,Bengaluru",8112
AirAsia,03-11-2021,New Delhi,Hyderabad,07:10,08 h 25 m ,15:35,"2 stop via Guwahati,Bengaluru",8112
AirAsia,03-11-2021,New Delhi,Hyderabad,12:40,06 h 35 m ,19:15,1 stop via Goa,8112
AirAsia,03-11-2021,New Delhi,Hyderabad,12:10,07 h 05 m ,19:15,1 stop via Goa,8112
AirAsia,03-11-2021,New Delhi,Hyderabad,21:00,09 h 45 m ,06:45,1 stop via Kolkata,8112
IndiGo,03-11-2021,New Delhi,Hyderabad,15:00,06 h 20 m ,21:20,1 stop via Lucknow,9861
IndiGo,03-11-2021,New Delhi,Kochi,06:15,03 h 15 m ,09:30,Non stop,9105
Air India,03-11-2021,New Delhi,Kochi,14:10,03 h 10 m ,17:20,Non stop,9105
IndiGo,03-11-2021,New Delhi,Kochi,19:30,03 h 15 m ,22:45,Non stop,9105
IndiGo,03-11-2021,New Delhi,Kochi,07:15,05 h 55 m ,13:10,1 stop via Mumbai,9105
IndiGo,03-11-2021,New Delhi,Kochi,06:30,06 h 40 m ,13:10,1 stop via Mumbai,9105
IndiGo,03-11-2021,New Delhi,Kochi,04:45,08 h 25 m ,13:10,1 stop via Mumbai,9105
IndiGo,03-11-2021,New Delhi,Kochi,06:40,06 h 40 m ,13:20,1 stop via Ahmedabad,9105
IndiGo,03-11-2021,New Delhi,Kochi,05:15,08 h 05 m ,13:20,1 stop via Ahmedabad,9105
IndiGo,03-11-2021,New Delhi,Kochi,08:20,05 h 15 m ,13:35,1 stop via Bengaluru,9105
IndiGo,03-11-2021,New Delhi,Kochi,07:20,06 h 15 m ,13:35,1 stop via Bengaluru,9105
IndiGo,03-11-2021,New Delhi,Kochi,06:10,07 h 25 m ,13:35,1 stop via Bengaluru,9105
IndiGo,03-11-2021,New Delhi,Kochi,07:15,10 h 30 m ,17:45,1 stop via Kolkata,9105
IndiGo,03-11-2021,New Delhi,Kochi,12:45,05 h 55 m ,18:40,1 stop via Chennai,9105
IndiGo,03-11-2021,New Delhi,Kochi,08:35,10 h 05 m ,18:40,1 stop via Chennai,9105
IndiGo,03-11-2021,New Delhi,Kochi,15:30,05 h 20 m ,20:50,1 stop via Bengaluru,9105
IndiGo,03-11-2021,New Delhi,Kochi,12:00,08 h 50 m ,20:50,1 stop via Bengaluru,9105
IndiGo,03-11-2021,New Delhi,Kochi,16:20,05 h 50 m ,22:10,1 stop via Chennai,9105
IndiGo,03-11-2021,New Delhi,Kochi,22:50,08 h 10 m ,07:00,1 stop via Bengaluru,9105
IndiGo,03-11-2021,New Delhi,Kochi,21:25,09 h 35 m ,07:00,1 stop via Bengaluru,9105
IndiGo,03-11-2021,New Delhi,Kochi,23:05,10 h 30 m ,09:35,1 stop via Chennai,9105
AirAsia,03-11-2021,New Delhi,Kochi,04:55,03 h 10 m ,08:05,Non stop,9106
Vistara,03-11-2021,New Delhi,Kochi,06:00,03 h 05 m ,09:05,Non stop,9106
Go First,03-11-2021,New Delhi,Kochi,10:30,08 h 55 m ,19:25,1 stop via Mumbai,9106
Go First,03-11-2021,New Delhi,Kochi,14:20,05 h 05 m ,19:25,1 stop via Mumbai,9472
Vistara,03-11-2021,New Delhi,Kochi,16:00,03 h 10 m ,19:10,Non stop,9526
IndiGo,03-11-2021,New Delhi,Kochi,02:30,08 h 25 m ,10:55,1 stop via Bengaluru,9877
IndiGo,03-11-2021,New Delhi,Kochi,10:00,07 h 45 m ,17:45,1 stop via Kolkata,9877
AirAsia,03-11-2021,New Delhi,Kochi,16:05,06 h 15 m ,22:20,"2 stop via Pune,Bengaluru",10732
AirAsia,03-11-2021,New Delhi,Kochi,15:25,06 h 55 m ,22:20,"2 stop via Pune,Bengaluru",10732
"Vistara, IndiGo",03-11-2021,New Delhi,Kochi,16:05,06 h 30 m ,22:35,1 stop via Bengaluru,10923
"Vistara, AirAsia",03-11-2021,New Delhi,Kochi,16:05,06 h 15 m ,22:20,1 stop via Bengaluru,10924
"Vistara, IndiGo",03-11-2021,New Delhi,Kochi,14:15,06 h 35 m ,20:50,1 stop via Bengaluru,11028
"Air India, IndiGo",03-11-2021,New Delhi,Kochi,13:30,07 h 20 m ,20:50,1 stop via Bengaluru,11028
"Air India, IndiGo",03-11-2021,New Delhi,Kochi,06:10,07 h 25 m ,13:35,1 stop via Bengaluru,11238
"Spicejet, IndiGo",03-11-2021,New Delhi,Kochi,05:35,08 h ,13:35,1 stop via Bengaluru,11238
AirAsia,03-11-2021,Kolkata,Bengaluru,04:40,10 h 50 m ,15:30,1 stop via Hyderabad,6486
AirAsia,03-11-2021,Kolkata,Bengaluru,04:40,10 h 50 m ,15:30,1 stop via Hyderabad,6486
AirAsia,03-11-2021,Kolkata,Bengaluru,04:40,12 h 20 m ,17:00,"2 stop via Hyderabad,Chennai",6486
AirAsia,03-11-2021,Kolkata,Bengaluru,09:05,09 h 15 m ,18:20,1 stop via Bagdogra,6486
AirAsia,03-11-2021,Kolkata,Bengaluru,16:30,04 h 25 m ,20:55,1 stop via Hyderabad,6486
AirAsia,03-11-2021,Kolkata,Bengaluru,16:30,07 h 15 m ,23:45,"2 stop via Hyderabad,Chennai",6486
AirAsia,03-11-2021,Kolkata,Bengaluru,13:30,10 h 15 m ,23:45,1 stop via Chennai,6486
AirAsia,03-11-2021,Kolkata,Bengaluru,23:40,11 h ,10:40,1 stop via New Delhi,6486
AirAsia,03-11-2021,Kolkata,Bengaluru,19:45,14 h 55 m ,10:40,1 stop via New Delhi,6486
AirAsia,03-11-2021,Kolkata,Bengaluru,19:55,15 h 20 m ,11:15,1 stop via Bhubaneswar,6486
Spicejet,03-11-2021,Kolkata,Bengaluru,06:10,02 h 15 m ,08:25,Non stop,6488
Go First,03-11-2021,Kolkata,Bengaluru,09:30,02 h 40 m ,12:10,Non stop,6488
Go First,03-11-2021,Kolkata,Bengaluru,18:00,02 h 35 m ,20:35,Non stop,6488
Spicejet,03-11-2021,Kolkata,Bengaluru,20:05,02 h 40 m ,22:45,Non stop,6488
Go First,03-11-2021,Kolkata,Bengaluru,11:50,07 h 30 m ,19:20,1 stop via Pune,6488
Go First,03-11-2021,Kolkata,Bengaluru,11:50,07 h 30 m ,19:20,1 stop via Pune,6488
Go First,03-11-2021,Kolkata,Bengaluru,14:20,07 h 05 m ,21:25,1 stop via New Delhi,6488
Go First,03-11-2021,Kolkata,Bengaluru,16:00,07 h 59 m ,23:59,1 stop via Jaipur,6488
Go First,03-11-2021,Kolkata,Bengaluru,17:30,06 h 50 m ,00:20,1 stop via Mumbai,6488
Go First,03-11-2021,Kolkata,Bengaluru,16:25,07 h 55 m ,00:20,"2 stop via Ahmedabad,Mumbai",6488
IndiGo,03-11-2021,Kolkata,Bengaluru,05:25,02 h 40 m ,08:05,Non stop,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,07:15,02 h 45 m ,10:00,Non stop,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,09:15,02 h 50 m ,12:05,Non stop,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,11:35,02 h 45 m ,14:20,Non stop,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,14:25,02 h 45 m ,17:10,Non stop,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,16:10,02 h 45 m ,18:55,Non stop,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,18:25,02 h 45 m ,21:10,Non stop,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,19:50,02 h 50 m ,22:40,Non stop,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,23:35,02 h 45 m ,02:20,Non stop,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,04:45,05 h 20 m ,10:05,1 stop via Chennai,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,04:45,05 h 20 m ,10:05,1 stop via Chennai,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,07:00,04 h 40 m ,11:40,1 stop via Raipur,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,06:50,06 h 30 m ,13:20,1 stop via Hyderabad,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,08:05,06 h 05 m ,14:10,1 stop via Chennai,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,06:25,07 h 45 m ,14:10,1 stop via Chennai,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,13:50,07 h 25 m ,21:15,"2 stop via Agartala,Guwahati",6489
IndiGo,03-11-2021,Kolkata,Bengaluru,15:00,07 h ,22:00,1 stop via Chennai,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,19:55,05 h 10 m ,01:05,1 stop via Hyderabad,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,18:50,06 h 15 m ,01:05,1 stop via Hyderabad,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,17:25,08 h ,01:25,1 stop via Bhubaneswar,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,23:55,06 h 30 m ,06:25,1 stop via Chennai,6489
IndiGo,03-11-2021,Kolkata,Bengaluru,23:20,07 h 35 m ,06:55,1 stop via Hyderabad,6489
AirAsia,03-11-2021,Kolkata,Bengaluru,08:45,02 h 50 m ,11:35,Non stop,6490
AirAsia,03-11-2021,Kolkata,Bengaluru,19:35,02 h 45 m ,22:20,Non stop,6490
AirAsia,03-11-2021,Kolkata,Bengaluru,19:55,03 h 50 m ,23:45,1 stop via Bhubaneswar,6490
AirAsia,03-11-2021,Kolkata,Bengaluru,19:55,03 h 50 m ,23:45,1 stop via Bhubaneswar,6490
Spicejet,03-11-2021,Kolkata,Bengaluru,15:55,05 h 15 m ,21:10,1 stop via Chennai,6804
IndiGo,03-11-2021,Kolkata,Bengaluru,16:20,05 h 50 m ,22:10,1 stop via Ranchi,6977
"Air India, Spicejet",03-11-2021,Kolkata,Bengaluru,14:50,06 h 20 m ,21:10,1 stop via Chennai,9850
Vistara,03-11-2021,Kolkata,Bengaluru,17:35,05 h 15 m ,22:50,1 stop via Mumbai,12166
AirAsia,03-11-2021,Kolkata,New Delhi,09:05,05 h 50 m ,14:55,1 stop via Bagdogra,6487
AirAsia,03-11-2021,Kolkata,New Delhi,09:05,05 h 50 m ,14:55,1 stop via Bagdogra,6487
AirAsia,03-11-2021,Kolkata,New Delhi,08:45,16 h 15 m ,01:00,1 stop via Bengaluru,6487
AirAsia,03-11-2021,Kolkata,New Delhi,19:55,18 h 10 m ,14:05,"2 stop via Bhubaneswar,Bengaluru",6487
Go First,03-11-2021,Kolkata,New Delhi,06:00,02 h 30 m ,08:30,Non stop,6488
Spicejet,03-11-2021,Kolkata,New Delhi,06:05,02 h 40 m ,08:45,Non stop,6488
Go First,03-11-2021,Kolkata,New Delhi,14:20,02 h 35 m ,16:55,Non stop,6488
Spicejet,03-11-2021,Kolkata,New Delhi,21:55,02 h 30 m ,00:25,Non stop,6488
Go First,03-11-2021,Kolkata,New Delhi,04:25,07 h 45 m ,12:10,1 stop via Mumbai,6488
Go First,03-11-2021,Kolkata,New Delhi,04:25,07 h 45 m ,12:10,1 stop via Mumbai,6488
Go First,03-11-2021,Kolkata,New Delhi,11:50,05 h 50 m ,17:40,1 stop via Pune,6488
Go First,03-11-2021,Kolkata,New Delhi,09:30,10 h 50 m ,20:20,"2 stop via Bengaluru,Goa",6488
Go First,03-11-2021,Kolkata,New Delhi,17:30,08 h 30 m ,02:00,1 stop via Mumbai,6488
Go First,03-11-2021,Kolkata,New Delhi,18:00,16 h 30 m ,10:30,1 stop via Bengaluru,6488
IndiGo,03-11-2021,Kolkata,New Delhi,01:15,02 h 30 m ,03:45,Non stop,6489
IndiGo,03-11-2021,Kolkata,New Delhi,05:30,02 h 30 m ,08:00,Non stop,6489
IndiGo,03-11-2021,Kolkata,New Delhi,06:40,02 h 35 m ,09:15,Non stop,6489
Air India,03-11-2021,Kolkata,New Delhi,07:00,02 h 15 m ,09:15,Non stop,6489
IndiGo,03-11-2021,Kolkata,New Delhi,08:45,02 h 30 m ,11:15,Non stop,6489
IndiGo,03-11-2021,Kolkata,New Delhi,10:05,02 h 35 m ,12:40,Non stop,6489
IndiGo,03-11-2021,Kolkata,New Delhi,20:25,02 h 30 m ,22:55,Non stop,6489
Air India,03-11-2021,Kolkata,New Delhi,20:30,02 h 15 m ,22:45,Non stop,6489
IndiGo,03-11-2021,Kolkata,New Delhi,21:40,02 h 30 m ,00:10,Non stop,6489
IndiGo,03-11-2021,Kolkata,New Delhi,06:10,04 h 15 m ,10:25,1 stop via Bhubaneswar,6489
IndiGo,03-11-2021,Kolkata,New Delhi,06:10,04 h 15 m ,10:25,1 stop via Bhubaneswar,6489
IndiGo,03-11-2021,Kolkata,New Delhi,07:05,05 h 55 m ,13:00,1 stop via Patna,6489
IndiGo,03-11-2021,Kolkata,New Delhi,07:00,06 h 20 m ,13:20,1 stop via Raipur,6489
IndiGo,03-11-2021,Kolkata,New Delhi,07:55,06 h 50 m ,14:45,1 stop via Bagdogra,6489
IndiGo,03-11-2021,Kolkata,New Delhi,11:40,07 h 05 m ,18:45,1 stop via Lucknow,6489
IndiGo,03-11-2021,Kolkata,New Delhi,12:35,06 h 20 m ,18:55,1 stop via Bagdogra,6489
IndiGo,03-11-2021,Kolkata,New Delhi,14:15,06 h 10 m ,20:25,1 stop via Jaipur,6489
IndiGo,03-11-2021,Kolkata,New Delhi,17:30,04 h 05 m ,21:35,1 stop via Patna,6489
IndiGo,03-11-2021,Kolkata,New Delhi,17:15,05 h 15 m ,22:30,1 stop via Raipur,6489
IndiGo,03-11-2021,Kolkata,New Delhi,16:20,06 h 25 m ,22:45,1 stop via Ranchi,6489
IndiGo,03-11-2021,Kolkata,New Delhi,17:25,07 h 55 m ,01:20,1 stop via Bhubaneswar,6489
Vistara,03-11-2021,Kolkata,New Delhi,07:10,02 h 25 m ,09:35,Non stop,6490
Vistara,03-11-2021,Kolkata,New Delhi,10:15,02 h 20 m ,12:35,Non stop,6490
AirAsia,03-11-2021,Kolkata,New Delhi,19:45,02 h 40 m ,22:25,Non stop,6490
Vistara,03-11-2021,Kolkata,New Delhi,20:20,02 h 25 m ,22:45,Non stop,6490
AirAsia,03-11-2021,Kolkata,New Delhi,23:40,02 h 30 m ,02:10,Non stop,6490
IndiGo,03-11-2021,Kolkata,New Delhi,19:20,02 h 30 m ,21:50,Non stop,6804
Spicejet,03-11-2021,Kolkata,New Delhi,13:35,06 h 10 m ,19:45,1 stop via Jharsuguda,6908
IndiGo,03-11-2021,Kolkata,New Delhi,14:45,07 h 20 m ,22:05,1 stop via Patna,6977
IndiGo,03-11-2021,Kolkata,New Delhi,18:05,02 h 30 m ,20:35,Non stop,7119
